self_BFI_1,self_BFI_2,self_BFI_3,self_BFI_4,self_BFI_5,self_BFI_6,self_BFI_7,self_BFI_8,self_BFI_9,self_BFI_10,self_BFI_11,self_BFI_12,self_BFI_13,self_BFI_14,self_BFI_15,self_BFI_16,self_BFI_17,self_BFI_18,self_BFI_19,self_BFI_20,self_BFI_21,self_BFI_22,self_BFI_23,self_BFI_24,self_BFI_25,self_BFI_26,self_BFI_27,self_BFI_28,self_BFI_29,self_BFI_30,self_BFI_31,self_BFI_32,self_BFI_33,self_BFI_34,self_BFI_35,self_BFI_36,self_BFI_37,self_BFI_38,self_BFI_39,self_BFI_40,self_BFI_41,self_BFI_42,self_BFI_43,self_BFI_44,self_BFI_45,self_BFI_46,self_BFI_47,self_BFI_48,self_BFI_49,self_BFI_50,self_BFI_51,self_BFI_52,self_BFI_53,self_BFI_54,self_BFI_55,self_BFI_56,self_BFI_57,self_BFI_58,self_BFI_59,self_BFI_60,self_condition,self_Part_ID,self_BRF_1_1,self_BRF_2_1,self_BRF_3,self_BRF_4,self_BRF_4_1,self_BRF_4_2,self_BRF_5,self_BRF_6,self_IR_1,self_IR_2,self_IR_3,self_IR_4,self_IR_5,self_IR_6,self_IR_7,self_IR_8,self_IR_9,self_IR_10,self_IR_11,self_IR_12,self_MIRW_1,self_MIRW_2,self_V_Q1,self_DB_1,self_DB_2,self_DB_3,self_DB_4,self_DB_5,self_DB_6,self_GLTEQ_1,self_GLTEQ_2,self_GLTEQ_3,self_RB_1,self_RB_2,self_RB_3,self_RB_4,self_RB_5,self_RB_2_1,self_RB_2_2,self_RB_3.1,self_RB_4.1,self_PATH_1.1_1,self_PATH_1.1_2,self_PATH_1.1_3,self_PATH_1.1_4,self_PATH_1.1_5,self_PATH_1.1_6,self_PATH_1.1_7,self_PATH_1.1_8,self_PATH_1.1_9,self_PATH_1.1_10,self_CA_1.7.1_1,self_CA_1.7.1_2,self_CA_1.7.1_3,self_CA_1.7.1_4,self_CA_1.7.1_5,self_CA_1.7.1_6,self_CA_1.7.1_7,self_CA_8,self_D_1,self_D_2,self_D_3,self_D_3_7_TEXT,self_D_4,self_D_5,self_D_6,self_D_7_1,self_peer.rating,self_ext_total,self_agr_total,self_con_total,self_neu_total,self_ope_total
4,5,3,5,3,3,5,1,5,4,4,3,3,5,3,3,5,3,5,4,3,3,1,4,4,1,3,2,4,3,5,5,2,5,4,2,5,1,5,5,2,5,4,5,4,5,5,2,5,4,2,5,3,4,5,3,4,2,5,3,I,5878,8,6,1,2,88.3,,0,2,1,1,7,7,6,6,5,5,6,6,5,5,160,56.2,90,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,19,7,South Asian,India,"English, Punjabi",15,5,1,37,53,27,57,46
5,5,2,4,3,4,5,4,1,5,5,2,4,5,5,4,1,4,4,4,4,2,1,2,2,4,5,1,2,3,2,4,2,4,5,2,2,4,1,2,4,2,4,2,4,5,5,4,4,2,2,5,5,1,2,5,5,2,5,2,O,5884,6,4,1,2,3,,1,1,1,1,7,7,5,5,3,5,4,6,6,4,02-May,48,15,2,1,2,1,1,1,3 times,5 times,7 times,0,0,0,0,0,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,19,1,NA,Canada,english,15,5,1,46,43,37,35,39
3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,5,1,3,3,3,2,3,3,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,E,5883,5,4,1,2,3,,0,2,1,1,2,1,6,3,4,3,6,6,3,3,161,45,5,1,1,1,1,1,1,2,3,5,0,0,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,22,2,NA,china,mandrain,17,3,1,39,39,34,37,38
4,4,4,4,3,1,5,2,3,4,3,4,4,5,4,4,5,5,5,4,3,3,2,2,2,3,4,1,4,4,4,4,5,5,5,4,4,4,4,4,4,2,4,3,2,4,4,3,5,2,3,4,4,4,4,4,4,4,4,4,IS,5889,3,6,1,1,,95%,3,1,1,1,7,7,6,5,5,5,6,6,4,3,155,47,75,3,2,3,2,2,1,4,7,7,6,3,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,19,2,NA,Canada,English,13,5,1,41,47,42,48,42
2,4,2,4,3,1,5,2,4,4,3,3,4,5,4,1,5,2,5,5,2,4,2,4,4,3,3,4,5,4,1,4,2,5,5,4,4,5,4,5,3,2,4,3,3,1,4,4,5,5,4,5,4,4,4,2,3,4,4,4,I,5894,5,4,1,2,81.4,,3,1,1,1,7,6,5,4,5,3,6,3,4,5,152.4,55,52,1,1,1,2,2,1,3,5,7,3,1,0,0,0,1,1,4,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,22,7,South Asian,India,Hindi,16,5,1,27,46,39,52,50
4,4,3,2,3,3,5,2,2,3,2,4,5,1,5,3,3,3,2,2,4,5,4,1,3,3,3,3,2,4,4,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,1,3,4,5,3,2,4,4,4,2,4,4,IS,5893,8,7,2,2,75,,1,1,1,1,7,7,5,5,5,5,6,6,3,2,165,63,20,2,1,1,1,3,2,4,6,7,3,0,0,0,0,4,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,21,2,NA,Canada,English,15,5,1,39,45,37,25,38
5,5,1,5,3,3,5,2,2,4,4,4,2,4,4,4,5,2,2,5,2,4,4,4,4,4,5,1,5,3,2,4,3,2,5,4,2,4,4,4,5,4,4,3,3,3,4,4,5,5,3,4,2,3,3,4,4,2,4,3,O,5896,6,6,5,2,86,,2,1,1,1,7,6,5,3,5,5,6,6,4,3,161,48,0,3,3,1,1,2,2,0,0,1,2,0,0,0,14,3,3,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,3,2,21,2,NA,China ,Chinese ,15,3,1,43,50,31,43,46
2,3,4,3,2,3,4,2,1,3,3,3,4,3,4,2,4,4,2,2,1,3,1,2,2,4,4,4,3,3,2,4,3,3,2,4,4,3,3,4,3,2,4,1,4,2,3,4,3,1,1,4,2,2,2,3,4,4,1,4,I,5899,7,5,0,2,73,,2,2,1,1,7,7,5,5,5,5,6,6,3,2,176,66,0,2,1,2,2,3,3,5,1,2,10,7,0,0,6,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,20,2,NA,Canada,English,15,5,1,30,42,39,27,33
4,3,3,3,4,3,4,3,4,3,4,4,3,3,4,2,3,3,3,3,3,4,2,3,3,4,4,2,3,3,2,3,4,4,4,4,4,4,4,3,4,3,4,3,2,2,3,3,3,3,3,5,3,3,3,3,3,3,3,3,IS,5902,3,3,0,2,3.4,,0,1,1,1,7,7,1,1,4,4,5,5,4,4,185cm,90kg,60,1,1,1,1,1,1,no,walking 20 mins,no,no,no,no,no,no,no,no,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,2,NA,china,mandarin,16,3,1,38,43,37,39,38
5,4,5,4,2,5,4,5,2,5,4,2,5,5,4,4,1,4,4,4,5,3,4,1,5,4,2,4,1,2,5,4,5,5,4,4,2,4,2,5,5,4,NA,2,4,5,5,5,4,4,5,4,5,2,3,5,5,4,5,4,O,5871,6,6,1,2,82%,,1,2,1,1,7,7,5,5,5,5,5,5,5,5,5 feet 2 inches ,52 kg,60,3,1,1,1,1,1,5 times,2-3 times ,everyday ,7,1,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,3,2,19,2,NA,india,hindi,13,5,1,56,40,50,37,46
5,5,5,3,4,5,5,3,4,4,4,3,4,3,3,4,5,4,3,4,4,4,3,2,5,4,4,5,3,4,5,5,5,4,5,5,5,4,3,5,5,3,4,2,3,5,5,5,2,4,4,5,4,1,4,5,4,4,3,3,E,5891,8,6,1,2,83%,,02-Jan,2,1,1,7,7,7,7,5,5,6,6,3,2,163,57,120,3,2,3,1,1,1,5,7,7,12,6,8,0,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,19,2,NA,Philippines,english,13,5,1,55,53,50,33,48
4,4,3,3,3,3,5,2,2,3,3,3,4,2,5,3,4,3,2,4,3,3,2,2,3,4,4,3,3,4,4,2,3,3,3,4,4,3,2,5,3,4,4,2,5,4,4,3,2,2,3,4,4,2,4,2,5,3,3,4,IS,5897,7,6,1,2,89,,0,1,1,1,7,7,6,6,5,5,6,6,6,5,182,70,10,2,1,1,2,3,3,7,7,0,5,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,20,2,NA,Canada,English,13,5,1,40,46,37,28,45
4,4,4,2,2,4,5,2,4,2,4,4,4,2,3,4,4,4,2,4,2,4,4,2,5,2,4,4,2,4,2,4,4,4,4,3,4,4,2,4,3,4,4,2,4,4,4,5,4,4,3,4,4,2,4,4,4,2,1,4,O,5898,6,5,None,2,3.4,,0,1,1,1,7,7,6,6,5,4,6,5,3,4,160,58,60,2,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,20,2,NA,China,English,15,5,1,39,49,45,29,44
4,5,4,2,4,2,5,2,4,3,4,3,3,3,3,3,4,4,3,2,3,4,4,3,2,3,4,4,4,3,3,4,3,4,2,2,5,4,3,3,3,2,5,2,5,3,5,4,3,1,3,5,4,2,1,4,3,4,4,3,E,5904,7,6,0,2,86,,1,1,1,1,7,7,5,5,5,5,6,5,4,4,164,56,10,2,1,1,1,1,1,3,2,1,0,0,0,0,0,3,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,20,7,South Asian,Canada,English,14,5,1,37,49,45,37,32
5,4,4,1,2,5,5,5,1,4,4,4,5,1,5,3,4,5,1,4,5,5,4,1,5,5,5,5,1,3,5,4,5,1,5,5,5,4,1,4,5,5,5,1,5,5,4,5,1,3,4,5,4,1,4,5,5,4,3,5,I,5881,7,5,50,2,82.50%,,0.5,2,1,1,3,3,5,3,5,4,5,4,2,2,178,70.3,5,1,2,2,1,1,1,9,5,5,9,1,2,0,1,200,20,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,3,1,33,1,NA,Canada,English,16,5,1,56,55,55,14,49
5,4,4,2,2,4,4,4,1,4,2,4,4,1,2,5,5,4,1,1,4,5,2,1,2,5,4,3,1,2,5,4,3,1,3,5,5,4,1,1,5,3,4,2,2,5,5,4,2,2,3,4,3,1,2,4,4,4,2,4,O,5903,7,6,1,2,75,,0,1,1,1,7,7,3,3,5,5,6,6,3,3,152,60,5,1,1,1,1,1,1,2,1,1,5,0,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,20,7,European and Asian,Canada,English,14,5,1,52,51,43,16,27
2,3,4,2,5,1,5,2,2,4,5,4,3,2,4,1,5,4,4,5,1,5,4,4,3,1,4,1,4,4,2,4,2,4,4,2,5,4,2,4,4,2,4,1,4,2,2,2,4,4,1,5,5,2,4,4,3,4,4,3,I,5905,3,3,0,2,84,,0,1,1,1,3,3,5,4,4,3,6,6,3,3,157,54,6,2,1,2,2,1,1,0,1,2,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,21,7,Malay,Malaysia,Malay,15,4,1,26,47,39,35,48
2,3,2,3,2,4,2,5,2,1,4,2,2,2,5,2,4,2,3,4,2,5,5,3,2,5,5,1,4,4,2,4,2,2,2,1,5,1,4,3,5,5,5,2,5,5,3,4,5,3,5,2,1,5,2,3,1,2,5,4,E,5908,5,3,3,2,Unaware,,8,2,3,5,4,7,4,4,4,3,3,4,2,7,166,71,10,3,2,4,1,2,1,2,4,3,10,0,0,0,0,3,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,19,7,Indian,India,English,13,5,1,40,41,32,40,37
2,4,4,4,4,2,5,3,4,3,3,3,4,4,3,3,4,4,4,3,2,4,3,3,2,3,3,4,4,3,2,4,4,4,3,3,5,3,4,2,3,3,5,3,3,3,5,4,4,3,3,5,4,4,2,3,3,5,4,3,IS,5906,5,4,1,2,NA,,NA,2,1,1,7,7,5,5,5,5,6,6,4,2,NA,NA,NA,2,1,1,1,1,1,1,4,5,0,0,0,0,0,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,21,2,NA,Canada,English,15,5,1,32,48,47,46,34
4,5,4,2,4,4,5,3,1,4,4,3,5,4,4,4,5,4,3,4,4,3,2,1,3,4,5,3,3,4,3,5,3,3,4,4,4,3,4,4,3,4,5,2,5,4,5,4,2,4,5,5,4,3,4,4,4,3,4,4,E,5909,8,7,1,2,3.67,,4,1,1,1,6,6,5,5,5,5,6,6,5,5,176,73,5,2,1,1,1,3,3,3,4,1,5,1,0,1,4,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,1,20,2,NA,Canada,English,14,5,1,47,53,43,32,48
3,4,4,2,5,4,5,3,2,5,4,4,4,2,5,2,5,4,3,5,4,2,4,1,5,5,3,4,2,5,3,5,3,2,5,3,5,4,2,5,3,4,2,4,5,3,5,4,1,5,4,4,4,2,5,4,4,5,4,5,IS,1568,8,6,2,2,78,,0.2,1,1,1,3,3,5,4,4,3,5,4,3,1,167,59,0,1,1,1,1,2,1,3,6,7,0,0,0,0,0,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,3,2,21,1,NA,United States,English,15,5,0,42,50,45,27,60
4,5,5,2,1,4,5,5,2,4,5,4,5,4,4,2,2,5,2,5,4,5,5,1,4,5,4,5,2,5,2,4,5,2,4,4,4,5,2,3,4,2,5,2,5,4,5,5,4,4,4,5,5,2,4,4,4,5,2,4,O,1583,7,6,1,2,89,,2,2,1,1,4,4,5,3,5,4,6,6,2,3,170,63.5,18,1,2,1,1,1,1,5,6,7,10,2,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,4,2,26,1,NA,Canada,English ,16,5,0,46,49,60,27,47
2,4,3,3,3,2,4,2,3,2,3,3,3,3,2,2,3,3,3,3,2,4,2,3,2,2,3,3,3,2,2,4,4,4,3,3,4,3,3,2,3,4,4,3,5,2,4,4,4,2,2,4,3,3,2,3,3,3,3,3,E,1592,3,4,1,2,70%,,1,1,1,1,3,3,6,4,5,4,6,6,4,3,165cm,50kg,0,1,2,2,1,1,1,0,1,1,0,0,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,21,2,NA,China,Chinese,15,4,0,28,44,37,38,31
2,4,3,2,4,3,4,3,3,4,5,NA,4,4,3,2,4,3,2,4,2,4,2,3,2,4,3,2,4,3,2,4,3,4,5,2,4,4,3,5,3,2,3,2,3,3,4,2,3,4,2,4,2,3,4,4,4,3,3,4,E,1599,3,5,0,2,80,,0,1,1,1,3,3,6,5,5,5,6,6,3,3,171,63,100,1,1,2,1,2,1,3,7,7,no,no,no,no,no,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,20,2,NA,China,Shanghainese (a dialect of Mandarina0 ,14,4,0,34,41,34,36,45
1,2,4,4,2,1,4,4,4,4,4,2,5,4,2,1,5,4,4,4,2,5,2,4,2,4,4,4,4,4,1,4,4,5,4,2,4,4,2,4,2,4,5,1,2,2,4,4,4,1,2,4,4,2,4,2,2,4,4,2,O,1586,5,3,0,2,91,,0,2,1,1,7,7,3,3,4,4,5,5,2,3,163,49,0,1,1,1,1,1,1,0,5,7,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,19,1,NA,Canada,English,14,5,0,24,44,48,42,35
3,4,5,3,3,3,4,3,2,3,4,3,4,2,4,3,5,5,3,3,3,2,3,4,3,3,3,4,2,4,3,2,5,3,4,4,4,3,3,4,4,3,2,4,4,2,5,4,3,3,4,4,5,3,5,3,3,4,3,4,IS,1591,5,4,1,2,81,,2,2,1,1,7,5,7,5,4,4,4,4,5,3,160,63,80,2,1,2,1,1,1,30,15,15,5,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,19,2,NA,Canada,english,13,5,0,39,42,47,35,44
2,5,2,5,5,4,5,2,5,5,4,2,3,5,5,2,5,2,5,5,4,1,1,5,5,3,2,5,5,5,2,3,2,5,5,5,2,2,5,5,2,1,4,4,5,5,5,2,5,5,2,5,4,5,5,3,2,1,5,5,O,1598,7,6,2,2,82,,03-Feb,1,1,1,7,7,7,7,5,5,6,6,4,2,152.4,77,10,1,2,3,3,1,2,1,3,5,14,5,28,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,3,2,23,1,NA,England,English,18,5,0,38,38,30,59,60
2,3,4,3,3,2,4,3,3,2,2,2,4,2,2,3,4,5,3,3,3,4,4,4,4,4,3,3,3,2,2,3,4,2,3,3,5,4,3,3,3,3,4,2,3,3,4,4,3,4,3,5,3,2,2,2,4,4,2,2,E,1593,5,3,1,2,3.6,,3,2,1,1,4,4,5,5,5,5,5,5,3,3,144,65,10,3,3,1,1,2,1,3,5,2,8,3,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,19,1,NA,Canada,English,14,5,0,32,44,46,32,33
3,4,2,3,5,4,5,2,1,4,4,1,4,3,5,2,4,3,3,5,4,3,3,1,5,5,5,2,3,5,3,3,3,2,5,3,5,3,2,5,3,2,1,4,5,4,4,2,3,5,4,5,3,3,5,3,4,3,2,5,IS,4324,2,5,2,2,70,,0,1,1,4,7,1,6,1,4,1,NA,4,7,2,180,64.5,2,3,2,2,1,1,1,3,3,5,1,0,8,0,0,1,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,22,7,South Asian,Canada,English,17,5,0,42,45,31,30,59
5,5,5,3,5,4,5,3,2,4,5,3,5,2,4,4,5,5,3,5,4,5,2,2,3,3,5,4,3,4,4,5,5,4,5,3,4,4,3,4,4,5,5,3,4,5,5,4,3,5,5,5,3,2,4,5,5,3,2,3,E,1587,7,7,0,2,66,,1,1,1,1,7,6,6,4,5,3,6,6,2,5,180,76,60,2,1,2,2,1,1,1,3,7,8,2,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,2,18,1,NA,Canada,English,13,5,0,51,57,48,32,50
2,4,3,3,3,2,5,2,4,3,4,3,4,4,4,2,5,4,3,3,3,2,4,2,3,2,4,3,3,2,2,4,3,2,2,3,4,3,4,4,3,3,3,4,5,2,4,4,4,3,2,4,5,3,2,3,4,4,5,2,IS,1604,5,4,1,2,74,,1,1,1,1,7,7,6,5,5,5,4,4,1,1,157,50,52,2,1,1,1,1,1,3,3,7,0,0,0,0,0,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,19,2,NA,Canada,English,14,5,0,30,46,42,41,36
2,4,1,3,3,1,5,1,3,4,2,2,2,4,4,2,4,3,3,2,5,1,2,3,3,3,2,2,2,2,4,3,2,1,4,4,4,2,2,1,1,1,3,3,2,4,1,2,5,1,3,1,1,2,3,1,1,3,1,5,IS,6176,7,5,0,1,,85,6,1,1,1,3,4,4,7,1,3,2,4,2,6,173,55,3,3,1,4,3,1,2,Jogging,Baseball,Yoga,Wine,Yes,No,No,No,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,2,NA,1,1,2,2,3,2,18,7,Chinese,China,Chinese,2,NA,0,32,29,24,32,34
4,5,4,2,5,3,5,3,2,5,3,3,5,5,5,3,5,5,3,5,3,4,3,2,5,4,4,5,4,4,3,5,4,2,5,5,4,4,2,4,5,4,5,1,5,4,4,3,2,5,4,1,5,2,5,5,4,5,3,5,E,1603,7,6,5,2,81,,0,1,1,1,6,6,5,4,5,4,6,6,2,2,178,55,15,2,2,1,1,1,1,0,4,10,0,0,0,0,0,3,1,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,19,2,NA,China,Mandarin,13,4,0,46,48,51,30,58
4,4,4,4,5,2,4,4,4,4,4,NA,4,4,3,3,5,4,3,5,4,4,4,3,4,3,4,4,4,5,4,4,4,5,5,4,5,3,3,4,3,3,4,3,2,4,5,3,5,4,3,5,4,3,4,4,3,4,3,3,E,1596,7,5,2,2,77,,2,1,1,1,7,1,7,1,4,1,6,1,5,3,172,120,50,2,1,1,1,1,1,4,4,4,5,2,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,19,1,NA,Germany ,English ,14,5,0,42,46,46,44,48
1,3,4,4,2,2,5,3,3,5,2,3,3,4,3,1,5,3,4,4,1,5,3,3,3,1,3,3,3,3,1,3,3,3,2,3,5,3,4,5,2,3,3,5,5,1,4,5,3,3,3,5,5,3,3,3,4,4,3,3,IS,1607,7,6,0,2,68.5,,0,1,1,1,6,6,4,3,4,4,5,5,2,1,168,63,0,2,3,1,1,4,4,0,0,0,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,21,2,NA,Canada,english,15,5,0,21,48,42,42,41
2,3,3,2,3,2,4,3,4,4,3,3,2,4,2,2,3,3,2,5,3,4,3,4,3,3,4,3,2,2,3,3,4,2,5,3,2,2,5,2,2,1,2,3,4,2,3,4,2,4,3,4,4,5,4,2,2,3,2,2,E,1612,1,1,0,2,70,,0,1,1,1,3,3,3,3,4,4,5,5,3,3,170,69,25,1,3,2,3,2,1,4,20,40,20,1,2,0,1,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,21,1,NA,England,English,15,5,0,30,36,36,37,40
4,4,4,3,4,3,5,2,4,4,4,3,4,3,3,4,4,4,3,4,4,3,3,2,2,3,4,3,4,3,4,4,3,4,4,3,4,4,3,4,3,3,2,4,4,4,4,4,3,3,5,5,3,2,3,4,3,5,4,3,IS,1610,7,5,0,2,76,,0,1,1,1,7,1,6,1,5,2,6,3,5,1,160,54,5,2,1,1,1,2,1,0,2,2,4,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,3,2,22,2,NA,Canada,English,16,5,0,45,46,41,39,41
3,4,4,4,5,3,5,2,4,4,3,2,4,5,3,2,5,3,3,5,2,4,1,3,3,3,4,3,5,5,2,2,3,5,5,4,4,2,4,5,2,4,5,3,5,4,5,4,5,1,2,5,2,4,4,3,4,3,5,3,I,1600,5,4,1,2,3.45,,0,2,1,5,3,1,5,1,4,1,6,1,4,1,155,110,0,1,2,2,1,1,1,0,0,3 hrs,0,0,0,0,0,5,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,3,2,19,2,NA,China,English,12,5,0,33,48,36,50,48
3,4,2,4,5,4,5,4,3,4,5,3,2,4,4,4,4,4,3,5,4,3,1,4,2,3,4,1,4,4,2,3,3,4,4,3,3,4,4,2,5,4,5,5,1,4,4,2,2,3,4,4,2,3,2,5,4,2,4,5,I,1623,6,5,3,1,,86,2,1,1,1,7,7,6,6,5,4,6,6,4,3,155,56,12,1,1,2,2,2,1,2,14,10,5,4,1,0,0,4,2,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,18,1,NA,Canada,English,12.5,5,0,46,45,32,44,41
3,5,3,2,4,3,4,1,3,2,3,3,4,4,2,2,4,3,3,4,2,3,3,1,3,2,4,4,2,3,2,3,3,2,3,3,3,4,4,3,2,3,3,3,3,2,4,4,3,3,3,4,4,4,3,3,3,3,4,2,I,1625,5,4,2,2,2.5,,1,1,1,1,7,3,5,4,4,2,5,3,4,3,160,42,36,4,1,1,1,3,3,3,5,15,1,0,0,0,0,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,23,2,NA,Hong Kong,Cantonese,12,4,0,30,43,39,35,35
5,4,4,2,2,3,4,3,1,4,4,4,4,1,3,4,5,5,3,2,5,3,2,2,4,4,5,1,2,3,5,4,5,4,3,3,5,3,2,3,3,4,4,2,5,4,4,5,1,2,4,4,3,1,3,5,4,2,4,2,I,1509,6,4,Two,2,75,,2,1,1,1,5,5,5,5,5,4,6,4,2,4,170,86,100,2,2,2,2,3,1,4,2,5,13,4,10,0,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,3,1,21,2,NA,Canada,English,16,5,0,49,50,41,25,36
4,NA,4,2,2,4,5,4,3,4,4,4,4,2,4,3,4,4,2,2,5,2,5,2,4,4,4,5,2,3,4,5,4,4,2,4,2,4,2,4,4,3,5,1,3,4,5,5,2,2,5,5,5,2,4,4,3,5,1,4,I,1617,8,6,3,2,75,,3,2,1,1,3,3,6,5,5,4,6,5,2,3,172,125,5,1,1,2,1,1,1,5,7,7,15,3,3,0,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,NA,19,1,NA,United States,English,14,5,0,49,42,54,25,38
4,4,5,2,5,5,5,3,4,5,5,3,5,3,3,4,4,5,4,5,5,5,3,3,4,4,4,5,1,5,4,5,5,5,5,4,5,3,3,5,4,4,5,1,5,5,5,5,4,2,4,5,NA,3,5,5,4,5,2,3,I,1627,5,4,0,2,84,,0,1,1,1,7,7,7,7,5,5,5,5,3,3,158,52,96,1,1,1,1,1,1,4,4,7,2,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,20,2,NA,Japan,english ,15,5,0,53,53,49,35,52
4,4,4,2,4,4,4,4,2,4,4,3,4,4,4,4,4,4,3,4,5,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,5,5,5,4,3,3,4,4,4,2,3,4,4,3,4,4,I,1567,8,6,0,2,78,,2,2,1,1,5,5,5,5,5,5,6,6,2,3,174,64,100,1,1,1,1,1,1,4,5,7,6,4,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,20,2,NA,Iran,Farsi,15,5,0,50,47,45,37,47
3,3,3,3,3,3,4,2,5,2,2,3,5,5,1,3,4,2,4,4,4,1,1,4,3,1,4,5,5,3,3,2,3,5,4,1,3,3,4,3,1,5,4,5,5,3,5,4,4,3,4,3,1,5,2,2,3,5,5,2,E,1628,6,2,1,2,70,,NA,2,1,2,1,NA,4,NA,3,NA,3,NA,3,NA,154,60,0,2,2,2,1,2,2,Workout session,0,100,20,2,0,0,28,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,39,1,NA,Poland ,Polish,17,5,0,30,40,38,54,35
3,3,4,3,4,2,4,3,4,3,3,4,2,3,3,2,3,4,3,3,3,2,3,3,4,2,3,2,3,4,2,4,3,3,4,3,3,2,3,4,4,4,3,3,2,3,4,3,2,3,4,4,3,2,3,3,3,4,3,3,IS,1477,6,5,0,2,80,,5,2,1,1,3,3,3,3,3,3,4,4,3,3,163cm,108kg,1,2,1,2,1,1,1,"running, ",fast walking,fishing ,wine,no,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,20,2,NA,China,Mandarin,grade2,3,0,34,41,36,35,40
