bfi1,bfi16,bfi31,bfi46,bfi6,bfi21,bfi36,bfi51,bfi11,bfi26,bfi41,bfi56,bfi2,bfi17,bfi32,bfi47,bfi7,bfi22,bfi37,bfi52,bfi12,bfi27,bfi42,bfi57,bfi3,bfi18,bfi33,bfi48,bfi8,bfi23,bfi38,bfi53,bfi13,bfi28,bfi43,bfi58,bfi4,bfi19,bfi34,bfi49,bfi9,bfi24,bfi39,bfi54,bfi14,bfi29,bfi44,bfi59,bfi10,bfi25,bfi40,bfi55,bfi5,bfi20,bfi35,bfi50,bfi15,bfi30,bfi45,bfi60,combined_bfi2
2,4,3,2,2,1,4,5,4,3,4,3,3,2,5,2,4,3,3,4,1,5,1,4,3,3,4,3,2,3,4,4,2,3,2,4,3,3,3,3,4,4,2,1,4,3,4,3,4,2,4,1,2,4,2,3,3,3,3,4,"Is outgoing, sociable: 2; Is compassionate, has a soft heart: 3; Tends to be disorganized: 3; Is relaxed, handles stress well: 3; Has few artistic interests: 2; Has an assertive personality: 2; Is respectful, treats others with respect: 4; Tends to be lazy: 2; Stays optimistic after experiencing a setback: 4; Is curious about many different things: 4; Rarely feels excited or eager: 4; Tends to find fault with others: 1; Is dependable, steady: 2; Is moody, has up and down mood swings: 4; Is inventive, finds clever ways to do things: 3; Tends to be quiet: 4; Feels little sympathy for others: 2; Is systematic, likes to keep things in order: 3; Can be tense: 3; Is fascinated by art, music, or literature: 4; Is dominant, acts as a leader: 1; Starts arguments with others: 3; Has difficulty getting started on tasks: 3; Feels secure, comfortable with self: 4; Avoids intellectual, philosophical discussions: 2; Is less active than other people: 3; Has a forgiving nature: 5; Can be somewhat careless: 3; Is emotionally stable, not easily upset: 3; Has little creativity: 3; Is sometimes shy, introverted: 3; Is helpful and unselfish with others: 5; Keeps things neat and tidy: 4; Worries a lot: 3; Values art and beauty: 2; Finds it hard to influence people: 4; Is sometimes rude to others: 3; Is efficient, gets things done: 4; Often feels sad: 2; Is complex, a deep thinker: 4; Is full of energy: 4; Is suspicious of others' intentions: 1; Is reliable, can always be counted on: 2; Keeps their emotions under control: 4; Has difficulty imagining things: 3; Is talkative: 2; Can be cold and uncaring: 2; Leaves a mess, doesn't clean up: 3; Rarely feels anxious or afraid: 3; Thinks poetry and plays are boring: 3; Prefers to have others take charge: 5; Is polite, courteous toward others: 4; Is persistent, works until the task is finished: 4; Tends to feel depressed, blue: 1; Has little interest in abstract ideas: 1; Shows a lot of enthusiasm: 3; Assumes the best about people: 4; Sometimes behaves irresponsibly: 4; Is temperamental, gets emotional easily: 3; Is original, comes up with new ideas: 4;"
2,3,3,1,3,4,3,2,2,1,5,4,5,1,4,2,5,2,2,4,3,3,2,3,2,2,2,3,4,3,1,1,2,4,2,3,2,3,2,2,1,2,5,3,3,4,1,3,2,3,3,3,3,3,3,3,4,3,3,4,"Is outgoing, sociable: 2; Is compassionate, has a soft heart: 5; Tends to be disorganized: 2; Is relaxed, handles stress well: 2; Has few artistic interests: 3; Has an assertive personality: 3; Is respectful, treats others with respect: 5; Tends to be lazy: 4; Stays optimistic after experiencing a setback: 1; Is curious about many different things: 2; Rarely feels excited or eager: 2; Tends to find fault with others: 3; Is dependable, steady: 2; Is moody, has up and down mood swings: 3; Is inventive, finds clever ways to do things: 4; Tends to be quiet: 3; Feels little sympathy for others: 1; Is systematic, likes to keep things in order: 2; Can be tense: 3; Is fascinated by art, music, or literature: 3; Is dominant, acts as a leader: 4; Starts arguments with others: 2; Has difficulty getting started on tasks: 3; Feels secure, comfortable with self: 2; Avoids intellectual, philosophical discussions: 3; Is less active than other people: 1; Has a forgiving nature: 3; Can be somewhat careless: 4; Is emotionally stable, not easily upset: 4; Has little creativity: 3; Is sometimes shy, introverted: 3; Is helpful and unselfish with others: 4; Keeps things neat and tidy: 2; Worries a lot: 2; Values art and beauty: 3; Finds it hard to influence people: 3; Is sometimes rude to others: 2; Is efficient, gets things done: 1; Often feels sad: 5; Is complex, a deep thinker: 3; Is full of energy: 5; Is suspicious of others' intentions: 2; Is reliable, can always be counted on: 2; Keeps their emotions under control: 1; Has difficulty imagining things: 3; Is talkative: 1; Can be cold and uncaring: 2; Leaves a mess, doesn't clean up: 3; Rarely feels anxious or afraid: 2; Thinks poetry and plays are boring: 3; Prefers to have others take charge: 2; Is polite, courteous toward others: 4; Is persistent, works until the task is finished: 1; Tends to feel depressed, blue: 3; Has little interest in abstract ideas: 3; Shows a lot of enthusiasm: 4; Assumes the best about people: 3; Sometimes behaves irresponsibly: 3; Is temperamental, gets emotional easily: 3; Is original, comes up with new ideas: 4;"
3,3,4,2,4,3,2,4,5,3,3,2,3,4,4,3,2,4,3,2,3,4,3,4,5,3,2,5,3,3,4,3,4,3,4,2,2,2,4,2,4,4,3,3,2,2,2,5,5,1,5,1,2,4,3,2,4,1,1,4,"Is outgoing, sociable: 3; Is compassionate, has a soft heart: 3; Tends to be disorganized: 5; Is relaxed, handles stress well: 2; Has few artistic interests: 2; Has an assertive personality: 4; Is respectful, treats others with respect: 2; Tends to be lazy: 3; Stays optimistic after experiencing a setback: 4; Is curious about many different things: 5; Rarely feels excited or eager: 5; Tends to find fault with others: 3; Is dependable, steady: 4; Is moody, has up and down mood swings: 2; Is inventive, finds clever ways to do things: 4; Tends to be quiet: 3; Feels little sympathy for others: 4; Is systematic, likes to keep things in order: 3; Can be tense: 2; Is fascinated by art, music, or literature: 4; Is dominant, acts as a leader: 3; Starts arguments with others: 4; Has difficulty getting started on tasks: 3; Feels secure, comfortable with self: 4; Avoids intellectual, philosophical discussions: 1; Is less active than other people: 3; Has a forgiving nature: 4; Can be somewhat careless: 3; Is emotionally stable, not easily upset: 2; Has little creativity: 1; Is sometimes shy, introverted: 4; Is helpful and unselfish with others: 4; Keeps things neat and tidy: 2; Worries a lot: 4; Values art and beauty: 3; Finds it hard to influence people: 2; Is sometimes rude to others: 3; Is efficient, gets things done: 4; Often feels sad: 3; Is complex, a deep thinker: 5; Is full of energy: 3; Is suspicious of others' intentions: 3; Is reliable, can always be counted on: 4; Keeps their emotions under control: 2; Has difficulty imagining things: 1; Is talkative: 2; Can be cold and uncaring: 3; Leaves a mess, doesn't clean up: 5; Rarely feels anxious or afraid: 2; Thinks poetry and plays are boring: 2; Prefers to have others take charge: 4; Is polite, courteous toward others: 2; Is persistent, works until the task is finished: 3; Tends to feel depressed, blue: 3; Has little interest in abstract ideas: 1; Shows a lot of enthusiasm: 2; Assumes the best about people: 4; Sometimes behaves irresponsibly: 2; Is temperamental, gets emotional easily: 5; Is original, comes up with new ideas: 4;"
1,3,5,3,3,3,4,3,4,4,3,3,4,2,3,2,4,2,2,3,3,4,3,3,3,4,3,2,3,3,3,1,3,2,3,3,3,4,4,1,3,3,3,2,5,2,2,4,4,2,4,3,4,3,2,4,5,3,2,5,"Is outgoing, sociable: 1; Is compassionate, has a soft heart: 4; Tends to be disorganized: 3; Is relaxed, handles stress well: 3; Has few artistic interests: 4; Has an assertive personality: 3; Is respectful, treats others with respect: 4; Tends to be lazy: 3; Stays optimistic after experiencing a setback: 3; Is curious about many different things: 4; Rarely feels excited or eager: 4; Tends to find fault with others: 3; Is dependable, steady: 3; Is moody, has up and down mood swings: 5; Is inventive, finds clever ways to do things: 5; Tends to be quiet: 3; Feels little sympathy for others: 2; Is systematic, likes to keep things in order: 4; Can be tense: 4; Is fascinated by art, music, or literature: 3; Is dominant, acts as a leader: 3; Starts arguments with others: 2; Has difficulty getting started on tasks: 3; Feels secure, comfortable with self: 3; Avoids intellectual, philosophical discussions: 2; Is less active than other people: 4; Has a forgiving nature: 4; Can be somewhat careless: 2; Is emotionally stable, not easily upset: 2; Has little creativity: 3; Is sometimes shy, introverted: 5; Is helpful and unselfish with others: 3; Keeps things neat and tidy: 3; Worries a lot: 4; Values art and beauty: 2; Finds it hard to influence people: 4; Is sometimes rude to others: 2; Is efficient, gets things done: 3; Often feels sad: 3; Is complex, a deep thinker: 4; Is full of energy: 3; Is suspicious of others' intentions: 3; Is reliable, can always be counted on: 3; Keeps their emotions under control: 2; Has difficulty imagining things: 2; Is talkative: 3; Can be cold and uncaring: 2; Leaves a mess, doesn't clean up: 2; Rarely feels anxious or afraid: 1; Thinks poetry and plays are boring: 4; Prefers to have others take charge: 3; Is polite, courteous toward others: 3; Is persistent, works until the task is finished: 1; Tends to feel depressed, blue: 2; Has little interest in abstract ideas: 3; Shows a lot of enthusiasm: 3; Assumes the best about people: 3; Sometimes behaves irresponsibly: 3; Is temperamental, gets emotional easily: 4; Is original, comes up with new ideas: 5;"
4,2,2,5,3,5,2,2,2,2,4,5,5,1,4,2,4,3,2,4,2,3,2,3,1,3,3,1,3,2,3,3,4,2,4,2,4,1,2,5,4,5,2,2,1,4,5,1,4,2,5,1,1,5,5,1,5,1,1,5,"Is outgoing, sociable: 4; Is compassionate, has a soft heart: 5; Tends to be disorganized: 1; Is relaxed, handles stress well: 4; Has few artistic interests: 1; Has an assertive personality: 3; Is respectful, treats others with respect: 4; Tends to be lazy: 3; Stays optimistic after experiencing a setback: 4; Is curious about many different things: 4; Rarely feels excited or eager: 2; Tends to find fault with others: 2; Is dependable, steady: 4; Is moody, has up and down mood swings: 1; Is inventive, finds clever ways to do things: 5; Tends to be quiet: 2; Feels little sympathy for others: 1; Is systematic, likes to keep things in order: 3; Can be tense: 1; Is fascinated by art, music, or literature: 5; Is dominant, acts as a leader: 5; Starts arguments with others: 3; Has difficulty getting started on tasks: 2; Feels secure, comfortable with self: 5; Avoids intellectual, philosophical discussions: 2; Is less active than other people: 2; Has a forgiving nature: 3; Can be somewhat careless: 2; Is emotionally stable, not easily upset: 4; Has little creativity: 1; Is sometimes shy, introverted: 2; Is helpful and unselfish with others: 4; Keeps things neat and tidy: 3; Worries a lot: 2; Values art and beauty: 5; Finds it hard to influence people: 2; Is sometimes rude to others: 2; Is efficient, gets things done: 3; Often feels sad: 2; Is complex, a deep thinker: 5; Is full of energy: 4; Is suspicious of others' intentions: 2; Is reliable, can always be counted on: 4; Keeps their emotions under control: 5; Has difficulty imagining things: 1; Is talkative: 5; Can be cold and uncaring: 2; Leaves a mess, doesn't clean up: 1; Rarely feels anxious or afraid: 5; Thinks poetry and plays are boring: 1; Prefers to have others take charge: 2; Is polite, courteous toward others: 4; Is persistent, works until the task is finished: 3; Tends to feel depressed, blue: 2; Has little interest in abstract ideas: 1; Shows a lot of enthusiasm: 5; Assumes the best about people: 3; Sometimes behaves irresponsibly: 2; Is temperamental, gets emotional easily: 1; Is original, comes up with new ideas: 5;"
2,3,2,4,4,4,2,3,2,2,4,4,3,3,3,4,2,3,3,2,3,3,3,3,3,4,3,3,3,3,2,4,3,3,3,3,2,4,3,3,4,5,2,3,3,4,2,2,3,4,3,3,1,5,4,1,2,4,2,2,"Is outgoing, sociable: 2; Is compassionate, has a soft heart: 3; Tends to be disorganized: 3; Is relaxed, handles stress well: 2; Has few artistic interests: 1; Has an assertive personality: 4; Is respectful, treats others with respect: 2; Tends to be lazy: 3; Stays optimistic after experiencing a setback: 4; Is curious about many different things: 3; Rarely feels excited or eager: 2; Tends to find fault with others: 3; Is dependable, steady: 3; Is moody, has up and down mood swings: 3; Is inventive, finds clever ways to do things: 2; Tends to be quiet: 3; Feels little sympathy for others: 3; Is systematic, likes to keep things in order: 4; Can be tense: 4; Is fascinated by art, music, or literature: 5; Is dominant, acts as a leader: 4; Starts arguments with others: 3; Has difficulty getting started on tasks: 3; Feels secure, comfortable with self: 5; Avoids intellectual, philosophical discussions: 4; Is less active than other people: 2; Has a forgiving nature: 3; Can be somewhat careless: 3; Is emotionally stable, not easily upset: 4; Has little creativity: 4; Is sometimes shy, introverted: 2; Is helpful and unselfish with others: 3; Keeps things neat and tidy: 3; Worries a lot: 3; Values art and beauty: 4; Finds it hard to influence people: 2; Is sometimes rude to others: 3; Is efficient, gets things done: 2; Often feels sad: 2; Is complex, a deep thinker: 3; Is full of energy: 4; Is suspicious of others' intentions: 3; Is reliable, can always be counted on: 3; Keeps their emotions under control: 2; Has difficulty imagining things: 2; Is talkative: 4; Can be cold and uncaring: 4; Leaves a mess, doesn't clean up: 3; Rarely feels anxious or afraid: 3; Thinks poetry and plays are boring: 1; Prefers to have others take charge: 3; Is polite, courteous toward others: 2; Is persistent, works until the task is finished: 4; Tends to feel depressed, blue: 3; Has little interest in abstract ideas: 3; Shows a lot of enthusiasm: 4; Assumes the best about people: 3; Sometimes behaves irresponsibly: 3; Is temperamental, gets emotional easily: 2; Is original, comes up with new ideas: 2;"
3,4,4,4,5,5,1,2,2,4,3,4,3,2,3,3,4,3,2,4,4,2,4,2,1,3,5,2,2,1,4,4,4,1,5,1,3,3,4,3,5,4,2,2,3,5,5,1,3,2,3,2,1,5,4,1,4,1,1,4,"Is outgoing, sociable: 3; Is compassionate, has a soft heart: 3; Tends to be disorganized: 1; Is relaxed, handles stress well: 3; Has few artistic interests: 1; Has an assertive personality: 5; Is respectful, treats others with respect: 4; Tends to be lazy: 2; Stays optimistic after experiencing a setback: 5; Is curious about many different things: 3; Rarely feels excited or eager: 2; Tends to find fault with others: 4; Is dependable, steady: 4; Is moody, has up and down mood swings: 3; Is inventive, finds clever ways to do things: 4; Tends to be quiet: 4; Feels little sympathy for others: 2; Is systematic, likes to keep things in order: 3; Can be tense: 3; Is fascinated by art, music, or literature: 5; Is dominant, acts as a leader: 5; Starts arguments with others: 3; Has difficulty getting started on tasks: 1; Feels secure, comfortable with self: 4; Avoids intellectual, philosophical discussions: 2; Is less active than other people: 4; Has a forgiving nature: 2; Can be somewhat careless: 1; Is emotionally stable, not easily upset: 5; Has little creativity: 1; Is sometimes shy, introverted: 4; Is helpful and unselfish with others: 3; Keeps things neat and tidy: 5; Worries a lot: 4; Values art and beauty: 4; Finds it hard to influence people: 1; Is sometimes rude to others: 2; Is efficient, gets things done: 4; Often feels sad: 2; Is complex, a deep thinker: 3; Is full of energy: 3; Is suspicious of others' intentions: 4; Is reliable, can always be counted on: 5; Keeps their emotions under control: 5; Has difficulty imagining things: 1; Is talkative: 4; Can be cold and uncaring: 3; Leaves a mess, doesn't clean up: 2; Rarely feels anxious or afraid: 3; Thinks poetry and plays are boring: 1; Prefers to have others take charge: 2; Is polite, courteous toward others: 4; Is persistent, works until the task is finished: 4; Tends to feel depressed, blue: 2; Has little interest in abstract ideas: 2; Shows a lot of enthusiasm: 4; Assumes the best about people: 2; Sometimes behaves irresponsibly: 1; Is temperamental, gets emotional easily: 1; Is original, comes up with new ideas: 4;"
4,2,1,5,4,4,3,2,1,1,5,5,5,2,5,2,5,1,1,5,1,5,1,5,2,3,3,2,3,4,2,2,3,3,3,3,3,2,3,4,4,4,1,3,3,3,4,2,4,1,5,2,3,3,4,2,2,2,3,3,"Is outgoing, sociable: 4; Is compassionate, has a soft heart: 5; Tends to be disorganized: 2; Is relaxed, handles stress well: 3; Has few artistic interests: 3; Has an assertive personality: 4; Is respectful, treats others with respect: 5; Tends to be lazy: 3; Stays optimistic after experiencing a setback: 4; Is curious about many different things: 4; Rarely feels excited or eager: 1; Tends to find fault with others: 1; Is dependable, steady: 3; Is moody, has up and down mood swings: 3; Is inventive, finds clever ways to do things: 2; Tends to be quiet: 2; Feels little sympathy for others: 2; Is systematic, likes to keep things in order: 3; Can be tense: 2; Is fascinated by art, music, or literature: 3; Is dominant, acts as a leader: 4; Starts arguments with others: 1; Has difficulty getting started on tasks: 4; Feels secure, comfortable with self: 4; Avoids intellectual, philosophical discussions: 1; Is less active than other people: 1; Has a forgiving nature: 5; Can be somewhat careless: 3; Is emotionally stable, not easily upset: 3; Has little creativity: 2; Is sometimes shy, introverted: 1; Is helpful and unselfish with others: 5; Keeps things neat and tidy: 3; Worries a lot: 3; Values art and beauty: 4; Finds it hard to influence people: 3; Is sometimes rude to others: 1; Is efficient, gets things done: 2; Often feels sad: 1; Is complex, a deep thinker: 5; Is full of energy: 5; Is suspicious of others' intentions: 1; Is reliable, can always be counted on: 3; Keeps their emotions under control: 4; Has difficulty imagining things: 3; Is talkative: 5; Can be cold and uncaring: 2; Leaves a mess, doesn't clean up: 2; Rarely feels anxious or afraid: 4; Thinks poetry and plays are boring: 2; Prefers to have others take charge: 2; Is polite, courteous toward others: 5; Is persistent, works until the task is finished: 2; Tends to feel depressed, blue: 3; Has little interest in abstract ideas: 2; Shows a lot of enthusiasm: 5; Assumes the best about people: 5; Sometimes behaves irresponsibly: 3; Is temperamental, gets emotional easily: 2; Is original, comes up with new ideas: 3;"
2,3,3,5,4,4,1,2,2,3,3,4,2,4,3,4,4,2,3,3,2,5,2,4,3,3,2,4,4,5,3,2,3,2,4,3,2,3,3,3,3,3,2,3,3,3,1,1,3,2,5,2,3,4,3,3,3,3,3,4,"Is outgoing, sociable: 2; Is compassionate, has a soft heart: 2; Tends to be disorganized: 3; Is relaxed, handles stress well: 2; Has few artistic interests: 3; Has an assertive personality: 4; Is respectful, treats others with respect: 4; Tends to be lazy: 4; Stays optimistic after experiencing a setback: 3; Is curious about many different things: 3; Rarely feels excited or eager: 2; Tends to find fault with others: 2; Is dependable, steady: 3; Is moody, has up and down mood swings: 3; Is inventive, finds clever ways to do things: 3; Tends to be quiet: 3; Feels little sympathy for others: 4; Is systematic, likes to keep things in order: 3; Can be tense: 3; Is fascinated by art, music, or literature: 4; Is dominant, acts as a leader: 4; Starts arguments with others: 2; Has difficulty getting started on tasks: 5; Feels secure, comfortable with self: 3; Avoids intellectual, philosophical discussions: 2; Is less active than other people: 3; Has a forgiving nature: 5; Can be somewhat careless: 2; Is emotionally stable, not easily upset: 3; Has little creativity: 3; Is sometimes shy, introverted: 3; Is helpful and unselfish with others: 3; Keeps things neat and tidy: 2; Worries a lot: 3; Values art and beauty: 3; Finds it hard to influence people: 1; Is sometimes rude to others: 3; Is efficient, gets things done: 3; Often feels sad: 2; Is complex, a deep thinker: 5; Is full of energy: 3; Is suspicious of others' intentions: 2; Is reliable, can always be counted on: 4; Keeps their emotions under control: 1; Has difficulty imagining things: 3; Is talkative: 5; Can be cold and uncaring: 4; Leaves a mess, doesn't clean up: 4; Rarely feels anxious or afraid: 3; Thinks poetry and plays are boring: 3; Prefers to have others take charge: 2; Is polite, courteous toward others: 3; Is persistent, works until the task is finished: 2; Tends to feel depressed, blue: 3; Has little interest in abstract ideas: 2; Shows a lot of enthusiasm: 4; Assumes the best about people: 4; Sometimes behaves irresponsibly: 3; Is temperamental, gets emotional easily: 1; Is original, comes up with new ideas: 4;"
3,3,2,3,3,2,3,4,3,1,3,3,4,3,4,2,4,2,2,4,3,3,4,3,2,5,3,2,3,2,4,4,4,1,4,2,2,4,3,2,2,3,3,2,2,5,3,2,4,2,4,2,3,2,4,3,2,3,4,4,"Is outgoing, sociable: 3; Is compassionate, has a soft heart: 4; Tends to be disorganized: 2; Is relaxed, handles stress well: 2; Has few artistic interests: 3; Has an assertive personality: 3; Is respectful, treats others with respect: 4; Tends to be lazy: 3; Stays optimistic after experiencing a setback: 2; Is curious about many different things: 4; Rarely feels excited or eager: 3; Tends to find fault with others: 3; Is dependable, steady: 4; Is moody, has up and down mood swings: 2; Is inventive, finds clever ways to do things: 2; Tends to be quiet: 3; Feels little sympathy for others: 3; Is systematic, likes to keep things in order: 5; Can be tense: 4; Is fascinated by art, music, or literature: 2; Is dominant, acts as a leader: 2; Starts arguments with others: 2; Has difficulty getting started on tasks: 2; Feels secure, comfortable with self: 3; Avoids intellectual, philosophical discussions: 2; Is less active than other people: 1; Has a forgiving nature: 3; Can be somewhat careless: 1; Is emotionally stable, not easily upset: 5; Has little creativity: 3; Is sometimes shy, introverted: 2; Is helpful and unselfish with others: 4; Keeps things neat and tidy: 3; Worries a lot: 3; Values art and beauty: 4; Finds it hard to influence people: 3; Is sometimes rude to others: 2; Is efficient, gets things done: 4; Often feels sad: 3; Is complex, a deep thinker: 4; Is full of energy: 3; Is suspicious of others' intentions: 4; Is reliable, can always be counted on: 4; Keeps their emotions under control: 3; Has difficulty imagining things: 4; Is talkative: 3; Can be cold and uncaring: 2; Leaves a mess, doesn't clean up: 2; Rarely feels anxious or afraid: 2; Thinks poetry and plays are boring: 3; Prefers to have others take charge: 4; Is polite, courteous toward others: 4; Is persistent, works until the task is finished: 4; Tends to feel depressed, blue: 2; Has little interest in abstract ideas: 2; Shows a lot of enthusiasm: 3; Assumes the best about people: 3; Sometimes behaves irresponsibly: 2; Is temperamental, gets emotional easily: 2; Is original, comes up with new ideas: 4;"
3,4,3,3,3,1,1,3,2,2,4,2,3,3,4,3,3,3,3,2,3,2,3,3,3,4,3,2,3,3,4,2,4,2,4,3,3,3,4,2,3,4,2,2,2,2,4,4,2,4,3,3,1,4,4,1,1,5,5,1,"Is outgoing, sociable: 3; Is compassionate, has a soft heart: 3; Tends to be disorganized: 3; Is relaxed, handles stress well: 3; Has few artistic interests: 1; Has an assertive personality: 3; Is respectful, treats others with respect: 3; Tends to be lazy: 3; Stays optimistic after experiencing a setback: 3; Is curious about many different things: 2; Rarely feels excited or eager: 2; Tends to find fault with others: 3; Is dependable, steady: 4; Is moody, has up and down mood swings: 2; Is inventive, finds clever ways to do things: 1; Tends to be quiet: 4; Feels little sympathy for others: 3; Is systematic, likes to keep things in order: 4; Can be tense: 3; Is fascinated by art, music, or literature: 4; Is dominant, acts as a leader: 1; Starts arguments with others: 3; Has difficulty getting started on tasks: 3; Feels secure, comfortable with self: 4; Avoids intellectual, philosophical discussions: 4; Is less active than other people: 2; Has a forgiving nature: 2; Can be somewhat careless: 2; Is emotionally stable, not easily upset: 2; Has little creativity: 5; Is sometimes shy, introverted: 3; Is helpful and unselfish with others: 4; Keeps things neat and tidy: 3; Worries a lot: 4; Values art and beauty: 4; Finds it hard to influence people: 1; Is sometimes rude to others: 3; Is efficient, gets things done: 4; Often feels sad: 2; Is complex, a deep thinker: 3; Is full of energy: 4; Is suspicious of others' intentions: 3; Is reliable, can always be counted on: 4; Keeps their emotions under control: 4; Has difficulty imagining things: 5; Is talkative: 3; Can be cold and uncaring: 3; Leaves a mess, doesn't clean up: 2; Rarely feels anxious or afraid: 2; Thinks poetry and plays are boring: 1; Prefers to have others take charge: 3; Is polite, courteous toward others: 2; Is persistent, works until the task is finished: 2; Tends to feel depressed, blue: 2; Has little interest in abstract ideas: 3; Shows a lot of enthusiasm: 2; Assumes the best about people: 3; Sometimes behaves irresponsibly: 3; Is temperamental, gets emotional easily: 4; Is original, comes up with new ideas: 1;"
5,1,1,5,4,5,2,2,1,1,5,4,4,1,5,1,4,2,3,4,4,2,3,3,2,4,4,2,3,4,4,2,3,2,3,3,4,2,3,4,4,4,2,2,3,5,3,2,4,1,3,2,2,5,4,2,3,3,2,4,"Is outgoing, sociable: 5; Is compassionate, has a soft heart: 4; Tends to be disorganized: 2; Is relaxed, handles stress well: 4; Has few artistic interests: 2; Has an assertive personality: 4; Is respectful, treats others with respect: 4; Tends to be lazy: 3; Stays optimistic after experiencing a setback: 4; Is curious about many different things: 4; Rarely feels excited or eager: 1; Tends to find fault with others: 4; Is dependable, steady: 3; Is moody, has up and down mood swings: 3; Is inventive, finds clever ways to do things: 3; Tends to be quiet: 1; Feels little sympathy for others: 1; Is systematic, likes to keep things in order: 4; Can be tense: 2; Is fascinated by art, music, or literature: 5; Is dominant, acts as a leader: 5; Starts arguments with others: 2; Has difficulty getting started on tasks: 4; Feels secure, comfortable with self: 4; Avoids intellectual, philosophical discussions: 1; Is less active than other people: 1; Has a forgiving nature: 2; Can be somewhat careless: 2; Is emotionally stable, not easily upset: 5; Has little creativity: 3; Is sometimes shy, introverted: 1; Is helpful and unselfish with others: 5; Keeps things neat and tidy: 4; Worries a lot: 3; Values art and beauty: 4; Finds it hard to influence people: 2; Is sometimes rude to others: 3; Is efficient, gets things done: 4; Often feels sad: 2; Is complex, a deep thinker: 3; Is full of energy: 5; Is suspicious of others' intentions: 3; Is reliable, can always be counted on: 3; Keeps their emotions under control: 3; Has difficulty imagining things: 2; Is talkative: 5; Can be cold and uncaring: 1; Leaves a mess, doesn't clean up: 2; Rarely feels anxious or afraid: 4; Thinks poetry and plays are boring: 2; Prefers to have others take charge: 2; Is polite, courteous toward others: 4; Is persistent, works until the task is finished: 2; Tends to feel depressed, blue: 2; Has little interest in abstract ideas: 2; Shows a lot of enthusiasm: 4; Assumes the best about people: 3; Sometimes behaves irresponsibly: 3; Is temperamental, gets emotional easily: 2; Is original, comes up with new ideas: 4;"
2,4,3,3,4,3,3,2,3,4,3,3,4,2,5,3,4,1,1,5,3,3,4,3,3,3,1,4,3,3,2,3,3,3,2,4,4,3,3,3,4,4,2,1,2,5,5,1,3,2,4,2,3,3,2,4,4,3,2,4,"Is outgoing, sociable: 2; Is compassionate, has a soft heart: 4; Tends to be disorganized: 3; Is relaxed, handles stress well: 4; Has few artistic interests: 3; Has an assertive personality: 4; Is respectful, treats others with respect: 4; Tends to be lazy: 3; Stays optimistic after experiencing a setback: 4; Is curious about many different things: 3; Rarely feels excited or eager: 3; Tends to find fault with others: 3; Is dependable, steady: 3; Is moody, has up and down mood swings: 2; Is inventive, finds clever ways to do things: 4; Tends to be quiet: 4; Feels little sympathy for others: 2; Is systematic, likes to keep things in order: 3; Can be tense: 3; Is fascinated by art, music, or literature: 3; Is dominant, acts as a leader: 3; Starts arguments with others: 1; Has difficulty getting started on tasks: 3; Feels secure, comfortable with self: 4; Avoids intellectual, philosophical discussions: 2; Is less active than other people: 4; Has a forgiving nature: 3; Can be somewhat careless: 3; Is emotionally stable, not easily upset: 5; Has little creativity: 3; Is sometimes shy, introverted: 3; Is helpful and unselfish with others: 5; Keeps things neat and tidy: 1; Worries a lot: 3; Values art and beauty: 2; Finds it hard to influence people: 3; Is sometimes rude to others: 1; Is efficient, gets things done: 2; Often feels sad: 2; Is complex, a deep thinker: 4; Is full of energy: 3; Is suspicious of others' intentions: 4; Is reliable, can always be counted on: 2; Keeps their emotions under control: 5; Has difficulty imagining things: 2; Is talkative: 3; Can be cold and uncaring: 3; Leaves a mess, doesn't clean up: 4; Rarely feels anxious or afraid: 3; Thinks poetry and plays are boring: 4; Prefers to have others take charge: 2; Is polite, courteous toward others: 5; Is persistent, works until the task is finished: 3; Tends to feel depressed, blue: 1; Has little interest in abstract ideas: 2; Shows a lot of enthusiasm: 3; Assumes the best about people: 3; Sometimes behaves irresponsibly: 4; Is temperamental, gets emotional easily: 1; Is original, comes up with new ideas: 4;"
